_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,lastLogin,data.introQuiz,data.avatar,data.score,data.exitQuiz
y69TCCskd2eBvHigm,12341345,{},,2021-01-15T18:17:50Z,,,,2021-02-18T00:19:05Z,gameCancelled,,,2021-01-15T18:17:44Z,{""at"":""2021-01-15T18:18:04.785Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/y69TCCskd2eBvHigm,0,
PYgXGmd624L4SKks2,2345678,{},,2021-01-15T18:21:42Z,,,,2021-02-18T00:19:05Z,gameCancelled,,,2021-01-15T18:21:36Z,{""at"":""2021-01-15T18:21:36.547Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/PYgXGmd624L4SKks2,0,
syxhCWDuthe7GGWZd,jn54jkln45jkln5jkln25,{},,2021-01-15T22:06:15Z,,,,2021-02-18T00:19:05Z,gameCancelled,,,2021-01-15T22:06:11Z,{""at"":""2021-01-15T22:06:11.306Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/syxhCWDuthe7GGWZd,0,
g9cATJdmEfGFQDCfi,bc,{},,2021-02-02T00:44:28Z,,,,2021-02-18T00:19:05Z,gameCancelled,,,2021-02-02T00:44:21Z,{""at"":""2021-02-02T00:44:21.720Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/g9cATJdmEfGFQDCfi,0,
9GEuubnApZxeegwoh,chubchub,{},,,,,,,,,,2021-02-02T17:52:50Z,{""at"":""2021-02-03T02:20:16.411Z""},,,,
NQN2MtSAaT96vg3aC,mason,{},,2021-02-02T18:05:59Z,,,ExitSurvey,2021-02-18T00:19:05Z,gameCancelled,,,2021-02-02T18:05:42Z,{""at"":""2021-02-02T18:05:43.178Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/NQN2MtSAaT96vg3aC,0,"{""task1"":""hard"",""task2"":""easy"",""task3"":""med"",""feedback"":""""}"
4aNqiQKGDiu2Fivmy,TEST,{},,2021-02-18T00:13:22Z,,,ExitSurvey,2021-02-18T00:19:05Z,gameCancelled,,,2021-02-18T00:13:12Z,{""at"":""2021-02-18T00:23:54.276Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/4aNqiQKGDiu2Fivmy,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""""}"
9xyjtLuWbRwzSWLjP,Test2,{},,2021-02-18T00:27:34Z,,,ExitSurvey,2021-02-18T22:42:24Z,gameCancelled,,,2021-02-18T00:27:23Z,{""at"":""2021-02-18T02:18:47.217Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/9xyjtLuWbRwzSWLjP,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""""}"
oSGxaujn598LnEq3C,aoeuaeuaeu,{},,,,,,,,,,2021-02-18T05:16:48Z,{""at"":""2021-02-18T05:16:48.274Z""},,,,
wzysQZzt92jWKbyzZ,Adrian-test,{},,2021-02-18T22:49:52Z,,,,2021-02-18T22:49:58Z,gameCancelled,,,2021-02-18T22:49:44Z,{""at"":""2021-02-18T22:49:44.942Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/wzysQZzt92jWKbyzZ,0,
ZdZyDCxrW7FxFbcCr,5ee98d107b7e63000b9e42b9,"{""PROLIFIC_PID"":""5ee98d107b7e63000b9e42b9"",""STUDY_ID"":""602eee7ad05505b5abf8d1fb"",""SESSION_ID"":""602ef3279dc535b8d6df8a3a""}",,2021-02-18T23:10:15Z,,,ExitSurvey,2021-02-18T23:18:49Z,finished,,,2021-02-18T23:08:20Z,{""at"":""2021-02-19T00:11:04.110Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/ZdZyDCxrW7FxFbcCr,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets""}"
NJiqgRzJ3hr4v2JTm,brian_testing_new_fitness_function,{},,2021-02-24T20:20:58Z,,,,2021-02-24T20:24:18Z,gameCancelled,,,2021-02-24T20:20:52Z,{""at"":""2021-02-24T20:24:52.398Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/NJiqgRzJ3hr4v2JTm,0,
4ksJ7DZP4iBXF4Da7,bc_testing_new_fitness_function_part_2,{},,2021-02-24T20:25:28Z,,,,2021-02-24T20:25:48Z,gameCancelled,,,2021-02-24T20:25:23Z,{""at"":""2021-02-24T20:25:23.495Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/4ksJ7DZP4iBXF4Da7,0,
CWSrfr3itwQ7KxyfG,56789dnthaoeu,{},,2021-02-24T21:47:53Z,,,ExitSurvey,2021-02-24T21:54:12Z,finished,,,2021-02-24T21:47:41Z,{""at"":""2021-02-24T21:47:41.180Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/CWSrfr3itwQ7KxyfG,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""aeou""}"
5QQAjdfa2drTmCDMP,5f4e6bb6592a7403317c376c,"{""PROLIFIC_PID"":""5f4e6bb6592a7403317c376c"",""STUDY_ID"":""60384f8ee198ad22b90cbef6"",""SESSION_ID"":""603851767f3a46222bbaaadc""}",,2021-02-26T01:41:28Z,,,ExitSurvey,2021-02-26T01:54:34Z,finished,,,2021-02-26T01:40:36Z,{""at"":""2021-02-26T01:40:36.506Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/5QQAjdfa2drTmCDMP,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""Thank you for allowing me to participate ""}"
Du9HeanRES8taCRRC,5c37d168b370d2000144f355,"{""PROLIFIC_PID"":""5c37d168b370d2000144f355"",""STUDY_ID"":""60384f8ee198ad22b90cbef6"",""SESSION_ID"":""60385876a9a78921cf2fb91e""}",,2021-02-26T02:12:36Z,,,ExitSurvey,2021-02-26T02:20:59Z,finished,,,2021-02-26T02:10:23Z,{""at"":""2021-02-26T02:10:24.180Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/Du9HeanRES8taCRRC,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""Nope""}"
9Y5nozah5arqWEESm,5a47b23d7aebf700011540ab,"{""PROLIFIC_PID"":""5a47b23d7aebf700011540ab"",""STUDY_ID"":""60384f8ee198ad22b90cbef6"",""SESSION_ID"":""603861745862f123d5d6b216""}",,2021-02-26T02:48:54Z,,,ExitSurvey,2021-02-26T02:53:41Z,finished,,,2021-02-26T02:48:36Z,{""at"":""2021-02-26T02:51:19.257Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/9Y5nozah5arqWEESm,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""""}"
