_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,lastLogin,data.introQuiz,data.avatar,data.score,data.exitQuiz
vTanx8HRi3QLHPRvy,5f2ddeae9dfd7a132a7f4ae8,"{""PROLIFIC_PID"":""5f2ddeae9dfd7a132a7f4ae8"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a660e722a793d341eabbc""}",,2021-03-23T22:06:35Z,,,ExitSurvey,2021-03-23T22:12:39Z,finished,,,2021-03-23T22:05:22Z,{""at"":""2021-03-23T22:05:22.806Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/vTanx8HRi3QLHPRvy,0,"{""task1"":""easy"",""task2"":""hard"",""task3"":""med"",""feedback"":""""}"
arRcCAxwNoKRusMdC,5ed9dcfebc8c1157ed75fa51,"{""PROLIFIC_PID"":""5ed9dcfebc8c1157ed75fa51"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a66328476f036b2b80ac1""}",,2021-03-23T22:06:30Z,,,ExitSurvey,2021-03-23T22:14:49Z,finished,,,2021-03-23T22:05:51Z,{""at"":""2021-03-23T22:05:51.655Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/arRcCAxwNoKRusMdC,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""""}"
EYBywK7qnY6GFtb3D,5f7914d33c89b6177249ba51,"{""PROLIFIC_PID"":""5f7914d33c89b6177249ba51"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a66734e44af487aa5af09""}",,2021-03-23T22:09:32Z,,,ExitSurvey,2021-03-23T22:20:33Z,finished,,,2021-03-23T22:07:21Z,{""at"":""2021-03-23T22:07:22.775Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/EYBywK7qnY6GFtb3D,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""""}"
gZ4HH4m3PJw56F7oE,5f8313c64e8792079f84cd84,"{""PROLIFIC_PID"":""5f8313c64e8792079f84cd84"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a669f5b9391f72fab0e91""}",,2021-03-23T22:09:00Z,,,ExitSurvey,2021-03-23T22:19:05Z,finished,,,2021-03-23T22:07:42Z,{""at"":""2021-03-23T22:07:42.975Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/gZ4HH4m3PJw56F7oE,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""""}"
Jr5XwsTfhYGm5LYdP,5f01f2ec11d6c60698e1956c,"{""PROLIFIC_PID"":""5f01f2ec11d6c60698e1956c"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a66b30f627724e407e4df""}",,2021-03-23T22:09:54Z,,,ExitSurvey,2021-03-23T22:19:38Z,finished,,,2021-03-23T22:08:24Z,{""at"":""2021-03-23T22:08:25.592Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/Jr5XwsTfhYGm5LYdP,0,"{""task1"":""hard"",""task2"":""easy"",""task3"":""med"",""feedback"":""""}"
5us79t2yLxhEAcqtf,5ed2c4fe85676325a891de20,"{""PROLIFIC_PID"":""5ed2c4fe85676325a891de20"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a66c51cfb08ef95826cd4""}",,2021-03-23T22:10:24Z,,,ExitSurvey,2021-03-23T22:21:15Z,finished,,,2021-03-23T22:08:28Z,{""at"":""2021-03-23T22:08:29.290Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/5us79t2yLxhEAcqtf,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""""}"
ika2vDKEgpwZaxtxn,5ef764821269f404a08607d7,"{""PROLIFIC_PID"":""5ef764821269f404a08607d7"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a66fb327243c8e962020f""}",,2021-03-23T22:12:39Z,,,,2021-03-23T23:06:29Z,finished,,,2021-03-23T22:10:27Z,{""at"":""2021-03-23T22:10:27.897Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/ika2vDKEgpwZaxtxn,0,
c8YJ2ak9zibwxbt9W,5efbdfe2d66b1418c2ba858a,"{""PROLIFIC_PID"":""5efbdfe2d66b1418c2ba858a"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a6744439909ca7e9a76e3""}",,2021-03-23T22:13:09Z,,,ExitSurvey,2021-03-23T22:22:46Z,finished,,,2021-03-23T22:10:27Z,{""at"":""2021-03-23T22:10:28.134Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/c8YJ2ak9zibwxbt9W,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""No.""}"
Nj2T5stdtT5vzfubB,5c82263e392ce000163ee09f,"{""PROLIFIC_PID"":""5c82263e392ce000163ee09f"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a673f555b61c09c2923fb""}",,2021-03-23T22:11:48Z,,,ExitSurvey,2021-03-23T22:21:32Z,finished,,,2021-03-23T22:10:32Z,{""at"":""2021-03-23T22:10:32.699Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/Nj2T5stdtT5vzfubB,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""""}"
iCNisx97ceD3mTWEz,56af4185abec41000ca3b2c6,"{""PROLIFIC_PID"":""56af4185abec41000ca3b2c6"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a677e7667b8dfbd25370f""}",,2021-03-23T22:12:21Z,,,,2021-03-23T23:05:00Z,finished,,,2021-03-23T22:11:31Z,{""at"":""2021-03-24T00:17:53.805Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/iCNisx97ceD3mTWEz,0,
iwWnZRpS3dfReghNd,5ce606fb4caf470018da7fb0,"{""PROLIFIC_PID"":""5ce606fb4caf470018da7fb0"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a67880a361c60cbc6299b""}",,2021-03-23T22:13:49Z,,,ExitSurvey,2021-03-23T22:22:20Z,finished,,,2021-03-23T22:12:03Z,{""at"":""2021-03-23T22:12:04.226Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/iwWnZRpS3dfReghNd,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""""}"
hMnxD8MWWidME3nxp,5c31fd5c24d16c00015b0bb4,"{""PROLIFIC_PID"":""5c31fd5c24d16c00015b0bb4"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a67b2a6de71d57038019a""}",,2021-03-23T22:13:14Z,,,ExitSurvey,2021-03-23T22:19:34Z,finished,,,2021-03-23T22:12:13Z,{""at"":""2021-03-23T22:12:13.361Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/hMnxD8MWWidME3nxp,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""""}"
3ePtC3mC9qbBKEjKG,5de83840271a1c7b0fb7ec16,"{""PROLIFIC_PID"":""5de83840271a1c7b0fb7ec16"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a67b92b68a19f16ab0f0c""}",,2021-03-23T22:13:06Z,,,ExitSurvey,2021-03-23T22:22:19Z,finished,,,2021-03-23T22:12:31Z,{""at"":""2021-03-23T22:12:32.170Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/3ePtC3mC9qbBKEjKG,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""""}"
YaraX53DxujXGRHdM,60417bd239d30915be3c1b50,"{""PROLIFIC_PID"":""60417bd239d30915be3c1b50"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a67be951016b4ed15c84d""}",,2021-03-23T22:14:41Z,,,ExitSurvey,2021-03-23T22:22:37Z,finished,,,2021-03-23T22:12:54Z,{""at"":""2021-03-23T22:12:54.238Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/YaraX53DxujXGRHdM,0,"{""task1"":""easy"",""task2"":""hard"",""task3"":""med"",""feedback"":""It was kind of frustrating! I could find no pattern.""}"
hG8T7H7wyDmnYvGbp,5d01b9d4c9281200151c7c6b,"{""PROLIFIC_PID"":""5d01b9d4c9281200151c7c6b"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a681c7e1ec312dde48ad2""}",,2021-03-23T22:15:16Z,,,ExitSurvey,2021-03-23T22:20:05Z,finished,,,2021-03-23T22:14:23Z,{""at"":""2021-03-23T22:14:24.111Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/hG8T7H7wyDmnYvGbp,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""pretty fun and easy, good luck with your research!""}"
AgStXu2Crd4ZTPZWH,5f567931e492b30ae2080059,"{""PROLIFIC_PID"":""5f567931e492b30ae2080059"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a6817a41ddbf5bb811e81""}",,2021-03-23T22:17:16Z,,,ExitSurvey,2021-03-23T22:25:35Z,finished,,,2021-03-23T22:16:24Z,{""at"":""2021-03-23T22:16:24.527Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/AgStXu2Crd4ZTPZWH,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""None""}"
yQAiHfE3PZuCbM8Du,5e16767739bcdec4babb6e25,"{""PROLIFIC_PID"":""5e16767739bcdec4babb6e25"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a67a759d14ed04f2da972""}",,2021-03-23T22:49:25Z,,,,2021-03-23T23:42:44Z,finished,,,2021-03-23T22:48:12Z,{""at"":""2021-03-23T22:48:13.231Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/yQAiHfE3PZuCbM8Du,0,
hvxzMbXM33hPeSmJX,5b6872f33ffbf200015434ef,"{""PROLIFIC_PID"":""5b6872f33ffbf200015434ef"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a70fbb0915ad17c88c58a""}",,2021-03-23T22:57:50Z,,,ExitSurvey,2021-03-23T23:17:15Z,finished,,,2021-03-23T22:55:16Z,{""at"":""2021-03-23T22:55:18.832Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/hvxzMbXM33hPeSmJX,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""not""}"
